year,sex,ager12,ucr39,count
2007,M,3,15,281
2007,M,3,16,11
2007,M,3,21,12
2007,M,3,22,121
2007,M,3,24,37
2007,M,3,26,11
2007,M,3,27,52
2007,M,3,28,79
2007,M,3,29,1
2007,M,3,31,13
2007,M,3,33,14
2007,M,3,34,197
2007,M,3,36,63
2007,M,3,37,750
2007,M,3,38,766
2007,M,3,39,595
2007,M,3,40,131
2007,M,3,41,211
2007,M,3,42,32
2007,M,4,1,4
2007,M,4,3,88
2007,M,4,5,7
2007,M,4,6,26
2007,M,4,7,3
2007,M,4,8,17
2007,M,4,11,1
2007,M,4,12,20
2007,M,4,13,89
2007,M,4,14,255
2007,M,4,15,577
2007,M,4,16,98
2007,M,4,20,38
2007,M,4,21,109
2007,M,4,22,558
2007,M,4,23,13
2007,M,4,24,113
2007,M,4,26,48
2007,M,4,27,91
2007,M,4,28,96
2007,M,4,29,5
2007,M,4,30,14
2007,M,4,31,42
2007,M,4,33,10
2007,M,4,34,241
2007,M,4,36,408
2007,M,4,37,1603
2007,M,4,38,7717
2007,M,4,39,4316
2007,M,4,40,3490
2007,M,4,41,4847
2007,M,4,42,544
2007,M,5,1,7
2007,M,5,3,656
2007,M,5,5,60
2007,M,5,6,155
2007,M,5,7,32
2007,M,5,8,79
2007,M,5,11,1
2007,M,5,12,37
2007,M,5,13,132
2007,M,5,14,254
2007,M,5,15,950
2007,M,5,16,360
2007,M,5,20,256
2007,M,5,21,812
2007,M,5,22,1120
2007,M,5,23,46
2007,M,5,24,254
2007,M,5,25,1
2007,M,5,26,92
2007,M,5,27,187
2007,M,5,28,151
2007,M,5,29,13
2007,M,5,30,264
2007,M,5,31,142
2007,M,5,33,3
2007,M,5,34,245
2007,M,5,36,604
2007,M,5,37,2530
2007,M,5,38,5463
2007,M,5,39,6089
2007,M,5,40,4294
2007,M,5,41,4043
2007,M,5,42,703
2007,M,6,1,23
2007,M,6,2,2
2007,M,6,3,2515
2007,M,6,5,249
2007,M,6,6,707
2007,M,6,7,325
2007,M,6,8,914
2007,M,6,9,10
2007,M,6,11,22
2007,M,6,12,221
2007,M,6,13,345
2007,M,6,14,367
2007,M,6,15,2569
2007,M,6,16,1232
2007,M,6,17,3
2007,M,6,20,1010
2007,M,6,21,4751
2007,M,6,22,2613
2007,M,6,23,250
2007,M,6,24,1149
2007,M,6,25,19
2007,M,6,26,350
2007,M,6,27,444
2007,M,6,28,392
2007,M,6,29,49
2007,M,6,30,1728
2007,M,6,31,430
2007,M,6,33,3
2007,M,6,34,257
2007,M,6,36,902
2007,M,6,37,5973
2007,M,6,38,4746
2007,M,6,39,7461
2007,M,6,40,5172
2007,M,6,41,2317
2007,M,6,42,884
2007,M,7,1,57
2007,M,7,2,2
2007,M,7,3,3036
2007,M,7,5,705
2007,M,7,6,2661
2007,M,7,7,1694
2007,M,7,8,6947
2007,M,7,9,36
2007,M,7,11,429
2007,M,7,12,1313
2007,M,7,13,884
2007,M,7,14,793
2007,M,7,15,9961
2007,M,7,16,3519
2007,M,7,17,43
2007,M,7,20,2604
2007,M,7,21,18599
2007,M,7,22,5813
2007,M,7,23,764
2007,M,7,24,3522
2007,M,7,25,95
2007,M,7,26,767
2007,M,7,27,1130
2007,M,7,28,2130
2007,M,7,29,202
2007,M,7,30,5813
2007,M,7,31,1263
2007,M,7,33,4
2007,M,7,34,359
2007,M,7,36,1390
2007,M,7,37,15796
2007,M,7,38,4828
2007,M,7,39,9429
2007,M,7,40,5843
2007,M,7,41,1591
2007,M,7,42,926
2007,M,8,1,68
2007,M,8,2,1
2007,M,8,3,1346
2007,M,8,5,1262
2007,M,8,6,5349
2007,M,8,7,3875
2007,M,8,8,18353
2007,M,8,9,70
2007,M,8,11,2275
2007,M,8,12,3058
2007,M,8,13,1792
2007,M,8,14,1722
2007,M,8,15,18896
2007,M,8,16,6658
2007,M,8,17,330
2007,M,8,20,3206
2007,M,8,21,33613
2007,M,8,22,8922
2007,M,8,23,1278
2007,M,8,24,6015
2007,M,8,25,243
2007,M,8,26,1587
2007,M,8,27,1888
2007,M,8,28,6742
2007,M,8,29,232
2007,M,8,30,5759
2007,M,8,31,2482
2007,M,8,33,3
2007,M,8,34,376
2007,M,8,36,1399
2007,M,8,37,21782
2007,M,8,38,3093
2007,M,8,39,5526
2007,M,8,40,3834
2007,M,8,41,735
2007,M,8,42,387
2007,M,9,1,53
2007,M,9,2,8
2007,M,9,3,371
2007,M,9,5,1701
2007,M,9,6,6625
2007,M,9,7,4669
2007,M,9,8,27601
2007,M,9,9,91
2007,M,9,11,5728
2007,M,9,12,4261
2007,M,9,13,2638
2007,M,9,14,2816
2007,M,9,15,19917
2007,M,9,16,8289
2007,M,9,17,1695
2007,M,9,20,2477
2007,M,9,21,40972
2007,M,9,22,12330
2007,M,9,23,1602
2007,M,9,24,9378
2007,M,9,25,475
2007,M,9,26,2487
2007,M,9,27,3054
2007,M,9,28,14695
2007,M,9,29,268
2007,M,9,30,3226
2007,M,9,31,4052
2007,M,9,33,3
2007,M,9,34,167
2007,M,9,36,1382
2007,M,9,37,27610
2007,M,9,38,1942
2007,M,9,39,3932
2007,M,9,40,2006
2007,M,9,41,280
2007,M,9,42,116
2007,M,10,1,82
2007,M,10,2,6
2007,M,10,3,86
2007,M,10,5,1875
2007,M,10,6,7661
2007,M,10,7,4684
2007,M,10,8,26495
2007,M,10,9,104
2007,M,10,11,11262
2007,M,10,12,5797
2007,M,10,13,3490
2007,M,10,14,4024
2007,M,10,15,20604
2007,M,10,16,9885
2007,M,10,17,8252
2007,M,10,20,3031
2007,M,10,21,62813
2007,M,10,22,22322
2007,M,10,23,2672
2007,M,10,24,17730
2007,M,10,25,1029
2007,M,10,26,3623
2007,M,10,27,7424
2007,M,10,28,23456
2007,M,10,29,382
2007,M,10,30,1953
2007,M,10,31,7443
2007,M,10,33,1
2007,M,10,34,180
2007,M,10,36,2444
2007,M,10,37,50735
2007,M,10,38,1699
2007,M,10,39,5923
2007,M,10,40,1826
2007,M,10,41,150
2007,M,10,42,85
2007,M,11,1,49
2007,M,11,2,3
2007,M,11,3,9
2007,M,11,5,909
2007,M,11,6,3975
2007,M,11,7,1865
2007,M,11,8,8053
2007,M,11,9,60
2007,M,11,11,9401
2007,M,11,12,3350
2007,M,11,13,1629
2007,M,11,14,1944
2007,M,11,15,8801
2007,M,11,16,5466
2007,M,11,17,11483
2007,M,11,20,3012
2007,M,11,21,54940
2007,M,11,22,24229
2007,M,11,23,2805
2007,M,11,24,15930
2007,M,11,25,1360
2007,M,11,26,2538
2007,M,11,27,9651
2007,M,11,28,13485
2007,M,11,29,320
2007,M,11,30,459
2007,M,11,31,6693
2007,M,11,34,88
2007,M,11,36,3515
2007,M,11,37,45834
2007,M,11,38,709
2007,M,11,39,5670
2007,M,11,40,742
2007,M,11,41,26
2007,M,11,42,30
2007,M,12,3,3
2007,M,12,6,1
2007,M,12,8,2
2007,M,12,14,1
2007,M,12,16,2
2007,M,12,17,1
2007,M,12,20,2
2007,M,12,21,18
2007,M,12,22,5
2007,M,12,24,4
2007,M,12,26,3
2007,M,12,27,3
2007,M,12,28,6
2007,M,12,30,3
2007,M,12,33,4
2007,M,12,34,1
2007,M,12,36,54
2007,M,12,37,12
2007,M,12,38,33
2007,M,12,39,44
2007,M,12,40,8
2007,M,12,41,25
2007,M,12,42,12
2008,F,1,6,1
2008,F,1,12,1
2008,F,1,14,8
2008,F,1,15,12
2008,F,1,16,2
2008,F,1,21,3
2008,F,1,22,176
2008,F,1,23,2
2008,F,1,24,72
2008,F,1,25,1
2008,F,1,26,5
2008,F,1,27,102
2008,F,1,28,13
2008,F,1,30,4
2008,F,1,31,71
2008,F,1,33,5975
2008,F,1,34,2685
2008,F,1,35,974
2008,F,1,36,507
2008,F,1,37,1042
2008,F,1,38,42
2008,F,1,39,552
2008,F,1,41,145
2008,F,1,42,39
2008,F,2,1,2
2008,F,2,3,1
2008,F,2,8,1
2008,F,2,12,6
2008,F,2,14,56
2008,F,2,15,113
2008,F,2,16,3
2008,F,2,21,3
2008,F,2,22,86
2008,F,2,23,1
2008,F,2,24,34
2008,F,2,26,4
2008,F,2,27,73
2008,F,2,28,22
2008,F,2,29,1
2008,F,2,31,2
2008,F,2,33,24
2008,F,2,34,249
2008,F,2,36,105
2008,F,2,37,459
2008,F,2,38,202
2008,F,2,39,376
2008,F,2,41,187
2008,F,2,42,33
2008,F,3,1,1
2008,F,3,8,3
2008,F,3,10,3
2008,F,3,12,18
2008,F,3,13,9
2008,F,3,14,132
2008,F,3,15,273
2008,F,3,16,16
2008,F,3,20,1
2008,F,3,21,8
2008,F,3,22,93
2008,F,3,23,1
2008,F,3,24,48
2008,F,3,26,2
2008,F,3,27,42
2008,F,3,28,50
2008,F,3,29,1
2008,F,3,30,1
2008,F,3,31,7
2008,F,3,33,20
2008,F,3,34,158
2008,F,3,36,71
2008,F,3,37,537
2008,F,3,38,407
2008,F,3,39,284
2008,F,3,40,69
2008,F,3,41,126
2008,F,3,42,16
2008,F,4,1,2
2008,F,4,3,78
2008,F,4,5,10
2008,F,4,6,26
2008,F,4,7,2
2008,F,4,8,7
2008,F,4,9,13
2008,F,4,10,31
2008,F,4,12,13
2008,F,4,13,38
2008,F,4,14,148
2008,F,4,15,361
2008,F,4,16,77
2008,F,4,20,14
2008,F,4,21,30
2008,F,4,22,288
2008,F,4,23,11
2008,F,4,24,79
2008,F,4,26,21
2008,F,4,27,83
2008,F,4,28,70
2008,F,4,29,3
2008,F,4,30,12
2008,F,4,31,36
2008,F,4,32,169
2008,F,4,33,8
2008,F,4,34,182
2008,F,4,36,210
2008,F,4,37,1132
2008,F,4,38,2449
2008,F,4,39,1055
2008,F,4,40,741
2008,F,4,41,703
2008,F,4,42,117
2008,F,5,1,1
2008,F,5,3,370
2008,F,5,5,61
2008,F,5,6,159
2008,F,5,7,25
2008,F,5,8,61
2008,F,5,9,327
2008,F,5,10,277
2008,F,5,12,21
2008,F,5,13,68
2008,F,5,14,186
2008,F,5,15,572
2008,F,5,16,252
2008,F,5,20,100
2008,F,5,21,288
2008,F,5,22,693
2008,F,5,23,42
2008,F,5,24,243
2008,F,5,25,2
2008,F,5,26,42
2008,F,5,27,163
2008,F,5,28,117
2008,F,5,29,4
2008,F,5,30,136
2008,F,5,31,114
2008,F,5,32,353
2008,F,5,33,2
2008,F,5,34,170
2008,F,5,36,355
2008,F,5,37,2045
2008,F,5,38,1490
2008,F,5,39,1936
2008,F,5,40,1031
2008,F,5,41,719
2008,F,5,42,272
2008,F,6,1,6
2008,F,6,3,897
2008,F,6,5,178
2008,F,6,6,631
2008,F,6,7,214
2008,F,6,8,770
2008,F,6,9,2149
2008,F,6,10,1139
2008,F,6,12,114
2008,F,6,13,178
2008,F,6,14,274
2008,F,6,15,1586
2008,F,6,16,711
2008,F,6,17,2
2008,F,6,20,468
2008,F,6,21,1511
2008,F,6,22,1514
2008,F,6,23,159
2008,F,6,24,959
2008,F,6,25,6
2008,F,6,26,114
2008,F,6,27,399
2008,F,6,28,424
2008,F,6,29,25
2008,F,6,30,880
2008,F,6,31,331
2008,F,6,32,204
2008,F,6,33,3
2008,F,6,34,195
2008,F,6,36,651
2008,F,6,37,4597
2008,F,6,38,1502
2008,F,6,39,3332
2008,F,6,40,1582
2008,F,6,41,660
2008,F,6,42,433
2008,F,7,1,20
2008,F,7,2,2
2008,F,7,3,977
2008,F,7,5,415
2008,F,7,6,2077
2008,F,7,7,1114
2008,F,7,8,5486
2008,F,7,9,5923
2008,F,7,10,3133
2008,F,7,12,533
2008,F,7,13,467
2008,F,7,14,640
2008,F,7,15,4929
2008,F,7,16,2132
2008,F,7,17,60
2008,F,7,20,1373
2008,F,7,21,6132
2008,F,7,22,3542
2008,F,7,23,506
2008,F,7,24,2777
2008,F,7,25,52
2008,F,7,26,290
2008,F,7,27,1011
2008,F,7,28,2184
2008,F,7,29,99
2008,F,7,30,2446
2008,F,7,31,911
2008,F,7,32,67
2008,F,7,33,1
2008,F,7,34,346
2008,F,7,36,1102
2008,F,7,37,11120
2008,F,7,38,1700
2008,F,7,39,4934
2008,F,7,40,2045
2008,F,7,41,534
2008,F,7,42,585
2008,F,8,1,27
2008,F,8,2,1
2008,F,8,3,402
2008,F,8,5,630
2008,F,8,6,3756
2008,F,8,7,2725
2008,F,8,8,12512
2008,F,8,9,8727
2008,F,8,10,5510
2008,F,8,12,1176
2008,F,8,13,1126
2008,F,8,14,1159
2008,F,8,15,9307
2008,F,8,16,4684
2008,F,8,17,411
2008,F,8,20,1712
2008,F,8,21,13017
2008,F,8,22,5776
2008,F,8,23,1014
2008,F,8,24,4629
2008,F,8,25,152
2008,F,8,26,684
2008,F,8,27,1556
2008,F,8,28,6683
2008,F,8,29,153
2008,F,8,30,2428
2008,F,8,31,2131
2008,F,8,32,3
2008,F,8,33,2
2008,F,8,34,356
2008,F,8,36,1048
2008,F,8,37,17527
2008,F,8,38,1237
2008,F,8,39,2877
2008,F,8,40,1222
2008,F,8,41,268
2008,F,8,42,274
2008,F,9,1,34
2008,F,9,3,125
2008,F,9,5,893
2008,F,9,6,5004
2008,F,9,7,4294
2008,F,9,8,20633
2008,F,9,9,8328
2008,F,9,10,6301
2008,F,9,12,1924
2008,F,9,13,1860
2008,F,9,14,1829
2008,F,9,15,12532
2008,F,9,16,6989
2008,F,9,17,2461
2008,F,9,20,1983
2008,F,9,21,22365
2008,F,9,22,9832
2008,F,9,23,1613
2008,F,9,24,8647
2008,F,9,25,313
2008,F,9,26,1427
2008,F,9,27,2804
2008,F,9,28,15846
2008,F,9,29,202
2008,F,9,30,2015
2008,F,9,31,3885
2008,F,9,32,1
2008,F,9,34,184
2008,F,9,36,1376
2008,F,9,37,26447
2008,F,9,38,990
2008,F,9,39,2601
2008,F,9,40,485
2008,F,9,41,176
2008,F,9,42,76
2008,F,10,1,64
2008,F,10,2,2
2008,F,10,3,28
2008,F,10,5,1299
2008,F,10,6,7571
2008,F,10,7,5623
2008,F,10,8,21838
2008,F,10,9,8716
2008,F,10,10,6154
2008,F,10,12,2964
2008,F,10,13,3286
2008,F,10,14,2866
2008,F,10,15,15988
2008,F,10,16,10523
2008,F,10,17,15953
2008,F,10,20,4065
2008,F,10,21,51417
2008,F,10,22,25052
2008,F,10,23,3996
2008,F,10,24,23631
2008,F,10,25,1188
2008,F,10,26,3003
2008,F,10,27,7795
2008,F,10,28,26576
2008,F,10,29,464
2008,F,10,30,1785
2008,F,10,31,7319
2008,F,10,32,1
2008,F,10,33,1
2008,F,10,34,198
2008,F,10,36,3845
2008,F,10,37,61444
2008,F,10,38,1046
2008,F,10,39,5829
2008,F,10,40,292
2008,F,10,41,103
2008,F,10,42,43
2008,F,11,1,53
2008,F,11,2,6
2008,F,11,3,13
2008,F,11,5,1139
2008,F,11,6,7031
2008,F,11,7,3748
2008,F,11,8,8806
2008,F,11,9,6456
2008,F,11,10,3525
2008,F,11,12,2487
2008,F,11,13,2349
2008,F,11,14,2354
2008,F,11,15,11102
2008,F,11,16,9855
2008,F,11,17,39040
2008,F,11,20,9150
2008,F,11,21,94577
2008,F,11,22,50781
2008,F,11,23,8088
2008,F,11,24,39628
2008,F,11,25,3109
2008,F,11,26,3897
2008,F,11,27,16717
2008,F,11,28,22024
2008,F,11,29,573
2008,F,11,30,631
2008,F,11,31,9912
2008,F,11,34,187
2008,F,11,36,11505
2008,F,11,37,104457
2008,F,11,38,541
2008,F,11,39,9749
2008,F,11,40,136
2008,F,11,41,81
2008,F,11,42,36
2008,F,12,7,2
2008,F,12,14,1
2008,F,12,17,1
2008,F,12,20,2
2008,F,12,21,8
2008,F,12,22,1
2008,F,12,24,3
2008,F,12,25,1
2008,F,12,31,2
2008,F,12,36,35
2008,F,12,37,2
2008,F,12,38,1
2008,F,12,39,4
2008,F,12,40,4
2008,F,12,41,6
2008,M,1,7,1
2008,M,1,8,4
2008,M,1,12,1
2008,M,1,13,1
2008,M,1,14,19
2008,M,1,15,22
2008,M,1,16,2
2008,M,1,20,1
2008,M,1,21,9
2008,M,1,22,207
2008,M,1,23,5
2008,M,1,24,69
2008,M,1,25,3
2008,M,1,26,18
2008,M,1,27,125
2008,M,1,28,19
2008,M,1,29,1
2008,M,1,30,6
2008,M,1,31,73
2008,M,1,33,7875
2008,M,1,34,2981
2008,M,1,35,1379
2008,M,1,36,689
2008,M,1,37,1211
2008,M,1,38,62
2008,M,1,39,684
2008,M,1,41,196
2008,M,1,42,55
2008,M,2,3,1
2008,M,2,8,2
2008,M,2,11,1
2008,M,2,12,6
2008,M,2,13,4
2008,M,2,14,68
2008,M,2,15,139
2008,M,2,16,2
2008,M,2,21,1
2008,M,2,22,97
2008,M,2,23,2
2008,M,2,24,30
2008,M,2,27,69
2008,M,2,28,32
2008,M,2,29,2
2008,M,2,31,10
2008,M,2,33,27
2008,M,2,34,274
2008,M,2,36,169
2008,M,2,37,579
2008,M,2,38,264
2008,M,2,39,654
2008,M,2,41,234
2008,M,2,42,41
2008,M,3,1,2
2008,M,3,3,1
2008,M,3,5,1
2008,M,3,6,1
2008,M,3,7,1
2008,M,3,8,2
2008,M,3,12,15
2008,M,3,13,25
2008,M,3,14,123
2008,M,3,15,295
2008,M,3,16,20
2008,M,3,20,1
2008,M,3,21,13
2008,M,3,22,114
2008,M,3,24,49
2008,M,3,25,1
2008,M,3,26,7
2008,M,3,27,47
2008,M,3,28,69
2008,M,3,31,10
2008,M,3,33,12
2008,M,3,34,178
2008,M,3,36,77
2008,M,3,37,639
2008,M,3,38,631
2008,M,3,39,579
2008,M,3,40,154
2008,M,3,41,195
2008,M,3,42,45
2008,M,4,1,4
2008,M,4,2,1
2008,M,4,3,91
2008,M,4,5,10
2008,M,4,6,26
2008,M,4,7,5
2008,M,4,8,22
2008,M,4,12,14
2008,M,4,13,91
2008,M,4,14,269
2008,M,4,15,591
2008,M,4,16,129
2008,M,4,20,45
2008,M,4,21,115
2008,M,4,22,581
2008,M,4,23,11
2008,M,4,24,112
2008,M,4,26,38
2008,M,4,27,124
2008,M,4,28,93
2008,M,4,29,3
2008,M,4,30,12
2008,M,4,31,45
2008,M,4,33,12
2008,M,4,34,285
2008,M,4,36,476
2008,M,4,37,1611
2008,M,4,38,6544
2008,M,4,39,4211
2008,M,4,40,3568
2008,M,4,41,4590
2008,M,4,42,479
2008,M,5,1,13
2008,M,5,3,611
2008,M,5,5,69
2008,M,5,6,156
2008,M,5,7,29
2008,M,5,8,86
2008,M,5,9,4
2008,M,5,11,1
2008,M,5,12,43
2008,M,5,13,154
2008,M,5,14,307
2008,M,5,15,933
2008,M,5,16,324
2008,M,5,17,1
2008,M,5,20,279
2008,M,5,21,760
2008,M,5,22,1150
2008,M,5,23,84
2008,M,5,24,297
2008,M,5,25,1
2008,M,5,26,95
2008,M,5,27,208
2008,M,5,28,135
2008,M,5,29,9
2008,M,5,30,290
2008,M,5,31,145
2008,M,5,33,7
2008,M,5,34,211
2008,M,5,36,710
2008,M,5,37,2512
2008,M,5,38,5133
2008,M,5,39,6239
2008,M,5,40,4288
2008,M,5,41,3911
2008,M,5,42,663
2008,M,6,1,20
2008,M,6,2,2
2008,M,6,3,1960
2008,M,6,5,230
2008,M,6,6,789
2008,M,6,7,293
2008,M,6,8,836
2008,M,6,9,7
2008,M,6,11,23
2008,M,6,12,221
2008,M,6,13,294
2008,M,6,14,352
2008,M,6,15,2459
2008,M,6,16,1147
2008,M,6,17,6
2008,M,6,20,1018
2008,M,6,21,4459
2008,M,6,22,2397
2008,M,6,23,281
2008,M,6,24,1088
2008,M,6,25,15
2008,M,6,26,283
2008,M,6,27,491
2008,M,6,28,389
2008,M,6,29,48
2008,M,6,30,1695
2008,M,6,31,449
2008,M,6,33,3
2008,M,6,34,258
2008,M,6,36,1064
2008,M,6,37,5733
2008,M,6,38,4221
2008,M,6,39,7272
2008,M,6,40,5137
2008,M,6,41,2263
2008,M,6,42,754
2008,M,7,1,60
2008,M,7,2,1
2008,M,7,3,2771
2008,M,7,5,772
2008,M,7,6,2730
2008,M,7,7,1733
2008,M,7,8,7061
2008,M,7,9,44
2008,M,7,11,459
2008,M,7,12,1359
2008,M,7,13,826
2008,M,7,14,807
2008,M,7,15,9989
2008,M,7,16,3504
2008,M,7,17,47
2008,M,7,20,2735
2008,M,7,21,18330
2008,M,7,22,5919
2008,M,7,23,819
2008,M,7,24,3358
2008,M,7,25,79
2008,M,7,26,687
2008,M,7,27,1249
2008,M,7,28,2213
2008,M,7,29,171
2008,M,7,30,5812
2008,M,7,31,1311
2008,M,7,33,4
2008,M,7,34,375
2008,M,7,36,1778
2008,M,7,37,15636
2008,M,7,38,4459
2008,M,7,39,9659
2008,M,7,40,6266
2008,M,7,41,1619
2008,M,7,42,895
2008,M,8,1,63
2008,M,8,2,4
2008,M,8,3,1518
2008,M,8,5,1355
2008,M,8,6,5333
2008,M,8,7,3966
2008,M,8,8,18331
2008,M,8,9,94
2008,M,8,11,2389
2008,M,8,12,3179
2008,M,8,13,1793
2008,M,8,14,1804
2008,M,8,15,19404
2008,M,8,16,6707
2008,M,8,17,334
2008,M,8,20,3443
2008,M,8,21,33855
2008,M,8,22,9188
2008,M,8,23,1456
2008,M,8,24,5879
2008,M,8,25,220
2008,M,8,26,1332
2008,M,8,27,2193
2008,M,8,28,7375
2008,M,8,29,284
2008,M,8,30,6143
2008,M,8,31,2677
2008,M,8,33,3
2008,M,8,34,407
2008,M,8,36,1823
2008,M,8,37,23046
2008,M,8,38,3172
2008,M,8,39,6023
2008,M,8,40,4260
2008,M,8,41,733
2008,M,8,42,422
2008,M,9,1,80
2008,M,9,2,3
2008,M,9,3,394
2008,M,9,5,1674
2008,M,9,6,6781
2008,M,9,7,4834
2008,M,9,8,27704
2008,M,9,9,119
2008,M,9,11,5654
2008,M,9,12,4410
2008,M,9,13,2559
2008,M,9,14,2977
2008,M,9,15,21018
2008,M,9,16,8356
2008,M,9,17,1868
2008,M,9,20,2684
2008,M,9,21,41545
2008,M,9,22,12470
2008,M,9,23,1780
2008,M,9,24,9308
2008,M,9,25,456
2008,M,9,26,2306
2008,M,9,27,3457
2008,M,9,28,16151
2008,M,9,29,278
2008,M,9,30,3388
2008,M,9,31,4307
2008,M,9,33,1
2008,M,9,34,197
2008,M,9,36,1675
2008,M,9,37,28836
2008,M,9,38,1868
2008,M,9,39,4121
2008,M,9,40,2316
2008,M,9,41,295
2008,M,9,42,103
2008,M,10,1,81
2008,M,10,2,5
2008,M,10,3,88
2008,M,10,5,1768
2008,M,10,6,7385
2008,M,10,7,4803
2008,M,10,8,26143
2008,M,10,9,110
2008,M,10,11,10734
2008,M,10,12,5712
2008,M,10,13,3516
2008,M,10,14,3984
2008,M,10,15,20660
2008,M,10,16,9529
2008,M,10,17,9223
2008,M,10,20,3070
2008,M,10,21,61196
2008,M,10,22,21786
2008,M,10,23,2797
2008,M,10,24,17392
2008,M,10,25,915
2008,M,10,26,3370
2008,M,10,27,7736
2008,M,10,28,25156
2008,M,10,29,412
2008,M,10,30,1886
2008,M,10,31,7509
2008,M,10,33,1
2008,M,10,34,146
2008,M,10,36,2869
2008,M,10,37,52704
2008,M,10,38,1489
2008,M,10,39,6155
2008,M,10,40,1818
2008,M,10,41,132
2008,M,10,42,73
2008,M,11,1,52
2008,M,11,2,7
2008,M,11,3,18
2008,M,11,5,880
2008,M,11,6,3924
2008,M,11,7,1873
2008,M,11,8,8500
2008,M,11,9,60
2008,M,11,11,9242
2008,M,11,12,3497
2008,M,11,13,1763
2008,M,11,14,2031
2008,M,11,15,8898
2008,M,11,16,5684
2008,M,11,17,13046
2008,M,11,20,3245
2008,M,11,21,56615
2008,M,11,22,24731
2008,M,11,23,3109
2008,M,11,24,16066
2008,M,11,25,1322
2008,M,11,26,2352
2008,M,11,27,9915
2008,M,11,28,15541
2008,M,11,29,350
2008,M,11,30,506
2008,M,11,31,7019
2008,M,11,33,1
2008,M,11,34,110
2008,M,11,36,4158
2008,M,11,37,49326
2008,M,11,38,671
2008,M,11,39,6078
2008,M,11,40,715
2008,M,11,41,41
2008,M,11,42,41
2008,M,12,3,1
2008,M,12,6,2
2008,M,12,11,1
2008,M,12,13,1
2008,M,12,15,2
2008,M,12,16,1
2008,M,12,20,3
2008,M,12,21,17
2008,M,12,24,3
2008,M,12,26,1
2008,M,12,27,2
2008,M,12,28,1
2008,M,12,30,2
2008,M,12,31,1
2008,M,12,33,1
2008,M,12,36,60
2008,M,12,37,8
2008,M,12,38,8
2008,M,12,39,50
2008,M,12,40,3
2008,M,12,41,8
2008,M,12,42,7
2009,F,1,1,1
2009,F,1,8,1
2009,F,1,14,11
2009,F,1,15,18
2009,F,1,21,6
2009,F,1,22,167
2009,F,1,23,1
2009,F,1,24,58
2009,F,1,25,1
2009,F,1,26,9
2009,F,1,27,100
2009,F,1,28,9
2009,F,1,29,1
2009,F,1,30,2
2009,F,1,31,45
2009,F,1,33,5685
2009,F,1,34,2559
2009,F,1,35,922
2009,F,1,36,500
2009,F,1,37,858
2009,F,1,38,41
2009,F,1,39,448
2009,F,1,41,134
2009,F,1,42,42
2009,F,2,3,1
2009,F,2,8,2
2009,F,2,12,7
2009,F,2,13,4
2009,F,2,14,62
2009,F,2,15,96
2009,F,2,21,2
2009,F,2,22,76
2009,F,2,24,23
2009,F,2,26,2
2009,F,2,27,83
2009,F,2,28,30
2009,F,2,30,1
2009,F,2,31,8
2009,F,2,33,25
2009,F,2,34,237
2009,F,2,36,115
2009,F,2,37,430
2009,F,2,38,201
2009,F,2,39,352
2009,F,2,41,188
2009,F,2,42,25
2009,F,3,3,2
2009,F,3,7,1
2009,F,3,8,2
2009,F,3,10,4
2009,F,3,12,15
2009,F,3,13,13
2009,F,3,14,101
2009,F,3,15,276
2009,F,3,16,17
2009,F,3,21,6
2009,F,3,22,99
2009,F,3,23,1
2009,F,3,24,29
2009,F,3,26,6
2009,F,3,27,114
2009,F,3,28,46
2009,F,3,29,1
2009,F,3,30,1
2009,F,3,31,12
2009,F,3,32,3
2009,F,3,33,15
2009,F,3,34,161
2009,F,3,36,67
2009,F,3,37,568
2009,F,3,38,407
2009,F,3,39,242
2009,F,3,40,90
2009,F,3,41,109
2009,F,3,42,14
2009,F,4,1,3
2009,F,4,3,59
2009,F,4,5,14
2009,F,4,6,16
2009,F,4,7,5
2009,F,4,8,8
2009,F,4,9,10
2009,F,4,10,48
2009,F,4,12,10
2009,F,4,13,37
2009,F,4,14,131
2009,F,4,15,372
2009,F,4,16,77
2009,F,4,20,23
2009,F,4,21,24
2009,F,4,22,302
2009,F,4,23,12
2009,F,4,24,85
2009,F,4,25,1
2009,F,4,26,10
2009,F,4,27,195
2009,F,4,28,79
2009,F,4,29,2
2009,F,4,30,3
2009,F,4,31,41
2009,F,4,32,227
2009,F,4,33,7
2009,F,4,34,195
2009,F,4,36,214
2009,F,4,37,1123
2009,F,4,38,2251
2009,F,4,39,1015
2009,F,4,40,778
2009,F,4,41,660
2009,F,4,42,129
2009,F,5,1,5
2009,F,5,3,320
2009,F,5,5,64
2009,F,5,6,122
2009,F,5,7,28
2009,F,5,8,63
2009,F,5,9,352
2009,F,5,10,298
2009,F,5,12,24
2009,F,5,13,87
2009,F,5,14,188
2009,F,5,15,638
2009,F,5,16,251
2009,F,5,20,118
2009,F,5,21,241
2009,F,5,22,653
2009,F,5,23,54
2009,F,5,24,241
2009,F,5,25,6
2009,F,5,26,43
2009,F,5,27,385
2009,F,5,28,140
2009,F,5,29,8
2009,F,5,30,154
2009,F,5,31,126
2009,F,5,32,403
2009,F,5,33,1
2009,F,5,34,173
2009,F,5,36,466
2009,F,5,37,2093
2009,F,5,38,1460
2009,F,5,39,2133
2009,F,5,40,1029
2009,F,5,41,744
2009,F,5,42,255
